ticket_id,created_at,resolved_at,status,priority,category,environment,assignee,reporter,team,department_requester,tag,sla_target_hours,resolution_hours,sla_breached,satisfaction_score,story_points,reopen_count,is_escalated,sprint
TKT-13251,2025-10-17 16:10,,Not Started,Low,Change Request,Production,Natalia Costa,Leonardo Brito,QA Team,TI,api,72,,,,5,0,Não,Sprint 11
TKT-52336,2025-04-14 21:42,2025-04-15 08:42,In Review,Critical,Feature Request,Homologation,Vinicius Araújo,Ricardo Farias,Squad Alpha,Marketing,mobile,4,11,Não,,,0,Não,Sprint 6
TKT-82575,2025-02-28 14:12,,Not Started,Critical,Change Request,Production,  Carla Mendes,Olivia Vaz,Squad Gamma,TI,performance,4,,,,13,3,Não,
TKT-47341,2025-07-17 08:46,2025-07-17 22:46,In Review,Critical,Feature Request,Development,Larissa Vieira,Ricardo Farias,Infra Team,TI,mobile,4,14,Sim,,8,0,Não,Sprint 6
TKT-77455,2025-08-10 03:00,2025-08-10 10:00,In Review,Low,Task,Production,Kaio Santos,Débora Martins,Squad Alpha,TI,autenticação,72,7,Não,5,,0,Não,Sprint 7
TKT-89263,2025-01-22 10:12,,Not Started,Low,Security,Homologation,Tatiane Gomes,Patricia Leal,Infra Team,Jurídico,autenticação,72,,,,1,0,Não,Sprint 3
TKT-86241,2025-11-28 03:47,2025-11-28 09:47,Done,Low,Performance,Homologation,Ana Souza,Marina Queiroz,Squad Alpha,Operações,mobile,72,6,Sim,,13,0,Não,Sprint 14
TKT-71711,2025-04-17 17:41,2025-04-17 23:41,Done,High,Task,Homologation,Larissa Vieira,Karen Azevedo,Squad Gamma,Jurídico,performance,8,6,Sim,,,0,Não,
TKT-38631,2025-03-27 08:14,,In Progress,Low,Incident,Production,Ana Souza,João Victor,Squad Gamma,Operações,,72,,,,,3,Não,
TKT-62058,2025-09-23 20:54,,Not Started,Critical,Task,Production,Tatiane Gomes,Karen Azevedo,Infra Team,TI,integração,4,,,,,0,Não,Sprint 8
TKT-66067,2025-05-04 14:16,2025-05-04 18:16,Done,Low,Bug,Homologation,Bruno Lima,Eduardo Campos,Squad Gamma,Jurídico,backend,72,4,Sim,,13,0,Não,Sprint 10
TKT-70459,07/15/2025 05:01,2025-07-15 19:01,Done,Critical,Bug,Homologation,Larissa Vieira,Karen Azevedo,Infra Team,RH,,4,14,Não,3,2,0,Não,Sprint 21
TKT-12468,2025-01-08 17:55,,Not Started,Medium,Task,Production,Tatiane Gomes,Marina Queiroz,QA Team,Financeiro,backend,24,,,,5,0,Não,Sprint 22
TKT-27020,2025-05-25 09:25,2025-05-25 12:25,Cancelled,Medium,Bug,Development,Pedro Henrique,João Victor,Squad Gamma,Financeiro,autenticação,24,3,Sim,,5,1,Não,Sprint 5
TKT-29884,2025-10-29 23:12,2025-10-30 02:12,In Review,Low,Bug,Homologation,Lucas Ferreira,Nelson Cardoso,QA Team,Logística,,72,3,Sim,,8,0,Não,Sprint 24
TKT-72557,12/04/2025 17:44,,In Progress,Medium,Feature Request,Staging,Renata Teixeira,Amanda Silva,Infra Team,Comercial,autenticação,24,,,,1,0,Sim,Sprint 7
TKT-62104,2025-09-07 02:26,2025-09-07 14:26,Done,High,Bug,Homologation,Renata Teixeira,Leonardo Brito,Squad Gamma,Jurídico,database,8,12,Não,,3,0,Não,Sprint 17
TKT-76691,2025-02-06 00:21,,Not Started,Critical,Task,Development,Bruno Lima,Nelson Cardoso,Squad Gamma,TI,acesso,4,,,,2,0,Não,
TKT-34095,2025-08-18 20:33,,Not Started,Medium,Performance,Production,Diego Rocha,Amanda Silva,Infra Team,Jurídico,database,24,,,2,8,0,Não,Sprint 6
TKT-40303,2025-01-27 22:24,,In Progress,High,Bug,Development,Ana Souza,Eduardo Campos,QA Team,Logística,backend,8,,,,,0,Sim,
TKT-30769,2025-01-20 17:12,2025-01-21 06:12,Done,Critical,Bug,Homologation,Kaio Santos,Caio Ramos,Squad Gamma,RH,,4,13,Sim,,8,0,Não,Sprint 14
TKT-13320,2025-12-27 13:48,,In Progress,Medium,Feature Request,Homologation,Natalia Costa,Eduardo Campos,Infra Team,Jurídico,relatório,24,,,4,13,0,Não,
TKT-45698,2025-07-01 07:21,,In Progress,High,Incident,Development,Kaio Santos,Karen Azevedo,Squad Gamma,Comercial,autenticação,8,,,,,0,Não,
TKT-14919,2025-05-25 04:17,2025-05-26 00:17,In Review,Critical,Task,Production,Ana Souza,Marina Queiroz,QA Team,Financeiro,,4,20,Não,,3,1,Não,
TKT-67430,2025-07-30 06:48,,In Progress,medum,Performance,Production,Fernanda Castro,Olivia Vaz,Squad Alpha,Jurídico,,24,,,4,5,0,Não,Sprint 19
TKT-70623,2025-01-02 15:54,2025-01-02 21:54,Cancelled,Medium,Feature Request,Development,Diego Rocha,Patricia Leal,Squad Alpha,Financeiro,acesso,24,6,Não,,,0,Não,Sprint 15
TKT-57768,2025-07-06 10:30,,Not Started,Medium,Change Request,Staging,Renata Teixeira,Marcos Duarte,QA Team,Financeiro,,24,,,,3,3,Sim,Sprint 1
TKT-66569,07/14/2025 03:26,,Not Started,Medium,Change Request,Homologation,Pedro Henrique,Marcos Duarte,Squad Alpha,Financeiro,,24,,,,3,0,Não,Sprint 23
TKT-60733,2025-11-14 14:21,2025-11-14 21:21,In Review,Low,Change Request,Production,Samuel Ribeiro,Flávia Melo,Squad Alpha,Logística,performance,72,7,Sim,4,,0,Não,Sprint 2
TKT-47807,2025-02-25 09:40,2025-02-25 18:40,Done,High,Performance,Homologation,Igor Alves,Thiago Correia,Squad Alpha,RH,,8,9,Não,,8,1,Não,
TKT-89603,04/17/2025 00:38,2025-04-17 03:38,Cancelled,Low,Incident,Homologation,Kaio Santos,Leonardo Brito,QA Team,Logística,performance,72,3,Não,5,1,0,Não,Sprint 13
TKT-93969,2025-04-18 13:22,2025-04-19 03:22,Done,Critical,Change Request,Homologation,Larissa Vieira,Patricia Leal,Infra Team,Comercial,api,4,14,Sim,,5,0,Não,
TKT-27380,2025-05-19 19:24,,Not Started,Critical,Task,Development,Lucas Ferreira,Flávia Melo,QA Team,Comercial,frontend,4,,,,,0,Não,
TKT-28120,2025-07-13 18:28,2025-07-14 03:28,Done,Medium,Change Request,Homologation,Natalia Costa,Raquel Torres,Squad Gamma,Financeiro,,24,9,Não,4,1,0,Não,Sprint 18
TKT-41372,2025-06-15 18:02,,Not Started,Low,Incident,Staging,Julia Moraes,Eduardo Campos,Infra Team,Jurídico,frontend,72,,,,3,0,Sim,Sprint 9
TKT-70301,29/11/2025 05:35,,Not Started,Low,Task,Production,Helena Pinto,Eduardo Campos,Squad Gamma,Marketing,frontend,72,,,,8,0,Não,
TKT-89863,2025-12-19 03:43,2025-12-19 13:43,Cancelled,High,Feature Request,Staging,  Pedro Henrique,Marina Queiroz,Infra Team,Jurídico,backend,8,10,Não,,13,0,Não,Sprint 20
TKT-72671,2025-12-21 09:49,2025-12-21 14:49,Cancelled,Low,Performance,Homologation,Pedro Henrique,Nelson Cardoso,Squad Gamma,Financeiro,relatório,72,5,Sim,5,,1,Não,
TKT-28666,2025-07-29 04:19,2025-07-29 16:19,Done,High,Incident,Development,Mateus Oliveira,Eduardo Campos,Squad Gamma,Operações,acesso,8,12,Não,,3,0,Não,Sprint 10
TKT-23524,2025-03-09 03:41,2025-03-09 08:41,Cancelled,MEDIUM,Bug,Production,Bruno Lima,Nelson Cardoso,Squad Gamma,TI,mobile,24,5,Não,,,0,Não,
TKT-52119,2025-01-14 09:40,2025-01-14 21:40,Cancelled,Critical,Incident,Production,Bruno Lima,Caio Ramos,Infra Team,Logística,integração,4,12,Sim,,3,0,Não,Sprint 23
TKT-29056,2025-08-25 13:33,,Not Started,Medium,Performance,Development,Vinicius Araújo,Caio Ramos,Squad Gamma,TI,,24,,,,3,0,Sim,Sprint 11
TKT-68687,2025-07-21 12:05,,Not Started,High,Change Request,Staging,Natalia Costa,Marcos Duarte,Squad Gamma,Jurídico,autenticação,8,,,,13,0,Não,Sprint 9
TKT-93170,2025-08-08 11:44,2025-08-08 15:44,In Review,Low,Bug,Staging,Tatiane Gomes,Karen Azevedo,Squad Alpha,Operações,database,72,4,Sim,,3,0,Não,
TKT-37789,2025-06-23 20:16,,In Progress,Critical,Security,Homologation,Samuel Ribeiro,Débora Martins,Infra Team,Financeiro,,4,,,3,,0,Não,
TKT-15684,2025-08-26 21:17,,In Progress,High,Incident,Development,Tatiane Gomes,Thiago Correia,QA Team,Marketing,frontend,8,,,,,0,Sim,Sprint 20
TKT-13025,2025-12-05 20:41,2025-12-06 08:41,Done,High,Incident,Development,Pedro Henrique,Leonardo Brito,QA Team,Operações,api,8,12,Não,,,0,Não,
TKT-42802,2025-05-19 04:35,,Not Started,Low,Change Request,Homologation,Fernanda Castro,Caio Ramos,Squad Gamma,TI,integração,72,,,,,0,Não,Sprint 7
TKT-86261,14/01/2025 01:15,2025-01-14 05:15,In Review,Medium,Security,Homologation,  Diego Rocha,Gustavo Nobre,Squad Gamma,Operações,integração,24,4,Sim,,,2,Não,Sprint 12
TKT-68008,2025-10-07 22:14,2025-10-08 09:14,In Review,High,Task,Homologation,Lucas Ferreira,Isabel Freitas,Squad Gamma,TI,autenticação,8,11,Sim,,3,1,Não,Sprint 16
TKT-33607,2025-09-18 07:38,,Not Started,medum,Incident,Homologation,Yasmin Pereira,Isabel Freitas,Squad Alpha,Logística,performance,24,,,,,0,Não,Sprint 14
TKT-30626,2025-12-09 10:43,,In Progress,HIGH,Bug,Staging,Samuel Ribeiro,Nelson Cardoso,Squad Alpha,Logística,integração,8,,,3,8,0,Não,
TKT-26629,2025-01-24 08:25,2025-01-24 18:25,Done,Critical,Feature Request,Production,Lucas Ferreira,Eduardo Campos,Squad Gamma,Operações,,4,10,Sim,,5,0,Não,Sprint 9
TKT-11707,2025-12-16 15:15,2025-12-16 16:15,In Review,Low,Change Request,Development,Ana Souza,João Victor,Squad Gamma,Jurídico,database,72,1,Não,,13,0,Sim,Sprint 13
TKT-64409,2025-12-06 13:17,2025-12-06 20:17,Cancelled,Medium,Performance,Staging,Pedro Henrique,Isabel Freitas,Squad Alpha,TI,frontend,24,7,Não,,1,2,Sim,Sprint 21
TKT-78798,2025-04-24 05:05,,In Progress,Low,Feature Request,Staging,Mateus Oliveira,Eduardo Campos,Squad Alpha,Jurídico,frontend,72,,,,1,1,Não,Sprint 10
TKT-60067,2025-05-10 08:30,2025-05-10 17:30,Cancelled,Critcal,Task,Production,Yasmin Pereira,Eduardo Campos,QA Team,Logística,backend,4,9,Não,5,5,0,Não,
TKT-79869,2025-01-24 23:06,2025-01-25 09:06,Cancelled,High,Performance,Staging,Kaio Santos,Isabel Freitas,QA Team,Logística,integração,8,10,Sim,5,1,1,Não,Sprint 19
TKT-46635,2025-09-08 19:05,2025-09-09 03:05,In Review,Medium,Task,Production,Renata Teixeira,Olivia Vaz,QA Team,Marketing,relatório,24,8,Não,,2,1,Não,Sprint 7
TKT-44568,2025-11-10 17:11,2025-11-11 00:11,Done,Low,Performance,Homologation,Mateus Oliveira,Leonardo Brito,QA Team,Financeiro,mobile,72,7,Não,,2,1,Não,Sprint 5
TKT-54760,2025-02-11 03:30,,Not Started,Medium,Security,Staging,Larissa Vieira,Ricardo Farias,Squad Alpha,TI,database,24,,,,,2,Não,
TKT-43847,2025-10-11 20:40,,Not Started,Critical,Bug,Staging,Helena Pinto,Gustavo Nobre,Infra Team,Financeiro,acesso,4,,,2,,0,Não,Sprint 1
TKT-84012,2025-09-29 03:54,,Not Started,Critical,Bug,Homologation,Kaio Santos,Karen Azevedo,QA Team,Jurídico,acesso,4,,,,1,0,Não,
TKT-50257,2025-02-21 09:30,2025-02-21 16:30,Done,High,Performance,Staging,Kaio Santos,João Victor,Infra Team,Financeiro,performance,8,7,Não,3,5,0,Não,
TKT-14457,2025-04-25 23:10,,In Progress,Low,Performance,Production,Lucas Ferreira,Isabel Freitas,Infra Team,Financeiro,frontend,72,,,,,1,Não,
TKT-97481,20/11/2025 23:14,2025-11-21 13:14,In Review,Critical,Security,Development,Diego Rocha,Paulo Rezende,Squad Gamma,Comercial,backend,4,14,Sim,,13,0,Não,Sprint 10
TKT-22009,2025-07-21 04:59,2025-07-21 12:59,Cancelled,Low,Incident,Production,Samuel Ribeiro,Karen Azevedo,Squad Gamma,Operações,api,72,8,Não,,8,0,Não,Sprint 19
TKT-36847,2025-07-28 07:20,2025-07-29 01:20,Cancelled,Critical,Feature Request,Production,Helena Pinto,Thiago Correia,Infra Team,Operações,mobile,4,18,Sim,,5,0,Não,Sprint 10
TKT-75506,2025-06-04 04:38,2025-06-04 10:38,Done,Medium,Security,Staging,Samuel Ribeiro,Raquel Torres,Squad Alpha,Operações,database,24,6,Não,,3,0,Não,Sprint 5
TKT-59496,2025-03-13 14:30,2025-03-13 23:30,Done,Medium,Bug,Development,Carla Mendes,Olivia Vaz,Squad Alpha,Logística,,24,9,Sim,,5,0,Não,
TKT-44240,2025-08-28 13:21,2025-08-29 09:21,In Review,Critical,Bug,Staging,Kaio Santos,Simone Barros,Infra Team,RH,database,4,20,Não,,3,0,Não,Sprint 9
TKT-94200,2025-08-21 00:45,2025-08-21 06:45,Cancelled,low,Bug,Staging,Kaio Santos,Patricia Leal,Squad Gamma,Financeiro,relatório,72,6,Não,,5,0,Não,Sprint 16
TKT-80225,2025-05-01 06:22,2025-05-01 12:22,In Review,Medium,Incident,Staging,Julia Moraes,Olivia Vaz,QA Team,Financeiro,relatório,24,6,Não,,,0,Não,
TKT-56248,2025-06-09 13:06,2025-06-09 19:06,In Review,Low,Bug,Staging,Carla Mendes,Leonardo Brito,Squad Gamma,Marketing,,72,6,Sim,,13,0,Não,Sprint 23
TKT-11074,12/12/2025 03:08,2025-12-12 17:08,Done,Critical,Task,Production,Carla Mendes,João Victor,Infra Team,Operações,integração,4,14,Não,,8,0,Não,Sprint 9
TKT-11836,2025-09-27 00:42,2025-09-27 07:42,Done,Medium,Security,Development,Ana Souza,Eduardo Campos,Squad Alpha,RH,,24,7,Não,,5,0,Não,Sprint 14
TKT-43007,2025-06-14 04:52,2025-06-14 12:52,In Review,Medium,Bug,Production,Fernanda Castro,Patricia Leal,Squad Alpha,TI,,24,8,Não,,3,0,Não,Sprint 11
TKT-35574,2025-08-22 17:09,,Not Started,Critical,Performance,Homologation,Diego Rocha,Caio Ramos,Squad Gamma,RH,backend,4,,,,8,0,Não,
TKT-71260,2025-07-13 20:25,2025-07-14 07:25,Cancelled,High,Security,Development,Lucas Ferreira,Thiago Correia,Squad Gamma,Jurídico,database,8,11,Sim,,2,1,Não,Sprint 8
TKT-50154,2025-10-26 05:45,2025-10-26 19:45,Done,Critical,Feature Request,Development,Igor Alves,Isabel Freitas,Infra Team,Marketing,frontend,4,14,Sim,,13,0,Não,
TKT-77562,29/11/2025 07:16,2025-11-29 13:16,In Review,Low,Security,Staging,Bruno Lima,Marcos Duarte,QA Team,Financeiro,autenticação,72,6,Não,,2,0,Não,Sprint 22
TKT-17484,2025-12-13 19:19,,Not Started,Medium,Bug,Production,Fernanda Castro,Nelson Cardoso,Squad Alpha,Logística,backend,24,,,,3,2,Não,Sprint 11
TKT-77644,04/06/2025 17:47,2025-04-06 23:47,In Review,Low,Change Request,Staging,Natalia Costa,Nelson Cardoso,Squad Alpha,TI,,72,6,Sim,,8,1,Não,Sprint 12
TKT-69877,2025-01-11 02:36,,In Progress,High,Performance,Homologation,Yasmin Pereira,Isabel Freitas,Squad Alpha,Operações,,8,,,,,1,Não,Sprint 1
TKT-10188,2025-02-23 10:44,2025-02-23 14:44,In Review,Medium,Bug,Staging,Diego Rocha,Amanda Silva,Infra Team,Financeiro,mobile,24,4,Sim,,,0,Não,Sprint 21
TKT-68782,2025-03-13 09:44,2025-03-13 16:44,In Review,Hig,Task,Staging,Julia Moraes,Débora Martins,Infra Team,Logística,,8,7,Não,3,,2,Não,Sprint 1
TKT-90998,2025-02-18 21:03,,Not Started,Medium,Feature Request,Production,  Samuel Ribeiro,Eduardo Campos,Infra Team,Logística,,24,,,3,13,0,Não,Sprint 7
TKT-66717,10/12/2025 20:48,,In Progress,Critical,Task,Development,Larissa Vieira,Isabel Freitas,Squad Alpha,Jurídico,autenticação,4,,,,3,2,Não,Sprint 17
TKT-72515,2025-09-26 05:42,,Not Started,Medium,Change Request,Development,Fernanda Castro,Eduardo Campos,Squad Gamma,Operações,mobile,24,,,,2,0,Não,
TKT-47507,2025-05-28 14:00,2025-05-29 04:00,Done,High,Incident,Production,Kaio Santos,João Victor,Squad Alpha,Financeiro,api,8,14,Sim,,5,0,Não,Sprint 7
TKT-80099,2025-11-27 14:54,2025-11-28 04:54,Done,High,Change Request,Homologation,Samuel Ribeiro,Caio Ramos,Squad Alpha,Financeiro,database,8,14,Não,,8,0,Não,
TKT-59470,2025-08-15 22:50,,Not Started,High,Change Request,Development,Lucas Ferreira,Nelson Cardoso,Infra Team,Operações,database,8,,,,3,0,Não,Sprint 21
TKT-50077,2025-09-03 12:44,,Not Started,Critical,Security,Production,Bruno Lima,Nelson Cardoso,QA Team,Comercial,acesso,4,,,,13,0,Sim,Sprint 21
TKT-51689,2025-03-25 23:04,2025-03-26 05:04,In Review,Low,Performance,Development,  Natalia Costa,Gustavo Nobre,Infra Team,Marketing,acesso,72,6,Sim,,2,2,Não,
TKT-67910,2025-08-05 18:20,2025-08-06 02:20,In Review,Critical,Feature Request,Development,  Helena Pinto,Nelson Cardoso,QA Team,Financeiro,api,4,8,Não,,8,0,Não,Sprint 24
TKT-44296,06/17/2025 18:45,2025-06-18 01:45,Cancelled,Low,Feature Request,Homologation,Fernanda Castro,Gustavo Nobre,QA Team,Comercial,,72,7,Não,,1,1,Não,
TKT-47092,2025-11-02 04:32,,In Progress,Low,Security,Homologation,Carla Mendes,Patricia Leal,QA Team,Comercial,backend,72,,,,5,0,Não,Sprint 7
TKT-46678,2025-12-15 13:00,,Not Started,Medium,Bug,Development,Fernanda Castro,Olivia Vaz,Squad Alpha,Operações,acesso,24,,,3,2,0,Não,
TKT-39853,2025-06-29 03:30,,Not Started,High,Incident,Development,Julia Moraes,Amanda Silva,Infra Team,RH,database,8,,,,,3,Não,Sprint 11
TKT-57211,2025-05-02 01:48,,Not Started,Medium,Feature Request,Staging,Lucas Ferreira,Nelson Cardoso,QA Team,TI,,24,,,,3,1,Não,Sprint 12
TKT-64896,2025-10-15 21:14,2025-10-16 12:14,Done,Critical,Incident,Development,Gabriel Nunes,Leonardo Brito,Infra Team,Comercial,relatório,4,15,Não,2,1,0,Não,
TKT-78763,2025-01-02 14:39,2025-01-03 07:39,Done,Critical,Bug,Development,  Julia Moraes,Eduardo Campos,QA Team,Jurídico,integração,4,17,Sim,,5,1,Não,Sprint 20
TKT-90208,2025-11-21 23:02,2025-11-22 14:02,Cancelled,Critical,Feature Request,Production,Diego Rocha,Amanda Silva,Squad Alpha,TI,frontend,4,15,Sim,5,1,0,Não,
TKT-71516,2025-02-21 23:54,2025-02-22 03:54,Cancelled,Low,Change Request,Production,Bruno Lima,Thiago Correia,Squad Gamma,RH,,72,4,Não,,,0,Não,Sprint 22
TKT-25809,2025-05-19 00:45,2025-05-19 15:45,Done,High,Task,Staging,Diego Rocha,Patricia Leal,Squad Gamma,Operações,backend,8,15,Sim,2,5,0,Não,Sprint 21
TKT-86814,2025-09-08 18:06,2025-09-09 01:06,Done,Medium,Security,Development,Mateus Oliveira,Marina Queiroz,QA Team,Logística,,24,7,Não,,3,1,Não,Sprint 18
TKT-88129,2025-08-21 14:37,2025-08-22 03:37,Cancelled,High,Feature Request,Homologation,  Gabriel Nunes,Leonardo Brito,Squad Gamma,Financeiro,frontend,8,13,Não,,2,0,Não,Sprint 16
TKT-31478,2025-08-04 02:31,,Not Started,Medium,Security,Staging,Yasmin Pereira,Paulo Rezende,QA Team,Comercial,acesso,24,,,,,0,Não,Sprint 9
TKT-66646,2025-03-27 19:10,2025-03-27 23:10,In Review,Medium,Change Request,Staging,Bruno Lima,Gustavo Nobre,Infra Team,TI,database,24,4,Sim,,8,3,Não,
TKT-48177,2025-01-22 23:43,2025-01-23 06:43,In Review,Medium,Task,Staging,Diego Rocha,Isabel Freitas,Infra Team,TI,frontend,24,7,Sim,,13,0,Não,
TKT-90426,21/12/2025 06:12,2025-12-21 22:12,Cancelled,High,Performance,Production,Helena Pinto,Nelson Cardoso,Infra Team,Comercial,performance,8,16,Sim,,8,0,Não,Sprint 24
TKT-45122,2025-06-24 17:30,2025-06-25 09:30,Done,critical,Bug,Homologation,Fernanda Castro,Caio Ramos,QA Team,Operações,acesso,4,16,Não,4,5,1,Não,Sprint 15
TKT-92589,2025-06-29 05:47,2025-06-29 18:47,Cancelled,High,Feature Request,Development,Vinicius Araújo,Thiago Correia,QA Team,Financeiro,frontend,8,13,Não,,,0,Não,
TKT-18139,2025-07-08 11:47,2025-07-08 21:47,Done,Medium,Task,Homologation,Lucas Ferreira,Paulo Rezende,QA Team,Logística,,24,10,Não,5,,0,Sim,Sprint 9
TKT-32351,2025-05-28 10:48,2025-05-29 01:48,Done,Hig,Bug,Staging,Helena Pinto,Karen Azevedo,Infra Team,Financeiro,mobile,8,15,Sim,,,0,Não,
TKT-44929,2025-04-08 03:02,,In Progress,Critical,Performance,Homologation,Helena Pinto,Ricardo Farias,QA Team,Logística,database,4,,,,3,0,Não,Sprint 2
TKT-66998,2025-08-13 20:40,,Not Started,Critical,Incident,Development,Lucas Ferreira,Ricardo Farias,Squad Alpha,Marketing,backend,4,,,,,0,Não,Sprint 5
TKT-23734,2025-02-27 23:32,2025-02-28 04:32,In Review,Low,Performance,Development,Bruno Lima,Patricia Leal,Squad Gamma,TI,api,72,5,Sim,,,0,Não,Sprint 1
TKT-64296,2025-05-29 01:56,2025-05-29 12:56,Done,Critical,Incident,Homologation,Igor Alves,Caio Ramos,Infra Team,TI,integração,4,11,Sim,,1,0,Não,Sprint 14
TKT-68310,2025-07-03 20:07,2025-07-04 09:07,Done,High,Incident,Production,Pedro Henrique,Thiago Correia,Squad Alpha,Financeiro,api,8,13,Sim,4,1,0,Não,Sprint 24
TKT-71719,2025-02-19 08:13,2025-02-19 12:13,Cancelled,Low,Bug,Production,Natalia Costa,Marcos Duarte,Infra Team,Comercial,acesso,72,4,Sim,,3,0,Não,Sprint 5
TKT-10903,2025-08-13 04:20,2025-08-13 12:20,Cancelled,High,Task,Homologation,Fernanda Castro,Marcos Duarte,Squad Gamma,Marketing,relatório,8,8,Sim,,,0,Não,Sprint 8
TKT-63413,2025-01-20 03:43,2025-01-20 13:43,Cancelled,Medium,Task,Production,Carla Mendes,Eduardo Campos,Squad Gamma,Logística,,24,10,Sim,,8,0,Não,Sprint 19
TKT-27788,05/12/2025 22:54,,In Progress,Critical,Feature Request,Development,Julia Moraes,Gustavo Nobre,Infra Team,TI,mobile,4,,,,3,0,Não,Sprint 21
TKT-32768,2025-09-03 07:34,,Not Started,Critical,Performance,Development,Bruno Lima,Amanda Silva,Squad Gamma,TI,database,4,,,,,0,Não,Sprint 16
TKT-90940,2025-09-22 07:42,2025-09-22 11:42,Done,Low,Feature Request,Staging,Ana Souza,Débora Martins,Squad Alpha,Marketing,backend,72,4,Não,5,,1,Não,Sprint 18
TKT-33631,2025-12-10 07:50,2025-12-10 19:50,Done,Critical,Change Request,Homologation,Lucas Ferreira,Thiago Correia,Squad Alpha,Jurídico,integração,4,12,Não,,,0,Não,Sprint 4
TKT-21460,2025-01-11 17:17,,Not Started,Medium,Performance,Staging,Renata Teixeira,Marina Queiroz,Squad Gamma,Marketing,relatório,24,,,,8,0,Sim,Sprint 13
TKT-94248,2025-09-10 13:00,2025-09-10 19:00,Done,Low,Task,Production,Gabriel Nunes,Raquel Torres,Infra Team,Marketing,frontend,72,6,Não,,,0,Não,
TKT-50845,2025-02-09 18:36,2025-02-10 00:36,Done,High,Bug,Homologation,Bruno Lima,Isabel Freitas,QA Team,Financeiro,database,8,6,Não,,8,0,Não,
TKT-76159,2025-02-26 23:57,,In Progress,Medium,Security,Production,Igor Alves,Débora Martins,Squad Alpha,Logística,backend,24,,,,3,0,Não,Sprint 1
TKT-97540,2025-01-21 08:12,2025-01-21 13:12,Done,Medium,Feature Request,Production,Diego Rocha,Raquel Torres,Squad Gamma,Jurídico,autenticação,24,5,Não,3,8,0,Não,Sprint 15
TKT-57194,22/07/2025 15:23,2025-07-23 02:23,Cancelled,High,Change Request,Production,  Renata Teixeira,Simone Barros,Squad Alpha,Financeiro,acesso,8,11,Não,5,13,0,Sim,Sprint 1
TKT-75900,2025-03-19 07:16,2025-03-19 17:16,Cancelled,critical,Change Request,Development,Samuel Ribeiro,Isabel Freitas,QA Team,Operações,relatório,4,10,Não,,8,0,Não,Sprint 8
TKT-87329,2025-05-28 23:42,2025-05-29 07:42,In Review,Critical,Bug,Staging,Pedro Henrique,Simone Barros,QA Team,TI,mobile,4,8,Não,,,1,Não,Sprint 21
TKT-49619,2025-07-31 11:46,2025-07-31 18:46,Done,High,Security,Homologation,Samuel Ribeiro,Eduardo Campos,QA Team,Marketing,,8,7,Não,,2,1,Não,Sprint 3
TKT-79761,2025-01-22 05:14,2025-01-22 11:14,Cancelled,Low,Security,Production,Igor Alves,Débora Martins,Squad Alpha,Marketing,acesso,72,6,Sim,,,0,Não,Sprint 24
TKT-71321,2025-11-05 09:28,2025-11-05 16:28,Done,Medium,Change Request,Development,Fernanda Castro,Marcos Duarte,Squad Gamma,Comercial,mobile,24,7,Sim,,,0,Não,
TKT-96308,2025-02-10 10:04,2025-02-11 02:04,Done,Critical,Task,Homologation,Lucas Ferreira,Raquel Torres,Squad Gamma,Operações,backend,4,16,Sim,,5,1,Não,Sprint 14
TKT-57255,2025-10-10 04:48,2025-10-10 15:48,In Review,High,Task,Homologation,Ana Souza,Flávia Melo,Squad Gamma,Comercial,integração,8,11,Sim,,2,1,Não,Sprint 13
TKT-88993,2025-01-12 16:07,,Not Started,Critical,Feature Request,Production,Helena Pinto,Olivia Vaz,Infra Team,TI,api,4,,,2,,0,Não,Sprint 4
